clade_name	ncbi_tax_id	33e1965a-100e-45f1-a29e-3f480c5af8e1	769f6548-3e2e-4cd6-9445-0fca5ee50479	e54f24cc-249a-4882-9202-f640af2c1e8e	c152dda1-5d4b-4a66-af63-43d0ad04f8d8	713b64b4-e75c-4c67-87df-56b8785f5db2	ab04a4ee-8165-49fa-bd07-9e1fff4241c6	2a6d1bae-3329-4c0f-852e-5d0fa232989c	23f1dd24-2bfa-449a-a624-ac6dedd9edca	42567d6b-981d-41c5-b82d-8e8dcc44baba	bc22379e-4c05-4700-9a40-fa6fed718ea6	57a869a9-bb46-4eb3-94bb-1072f929ed25	382a8fcb-ece9-4e23-9a20-9bd70a86d039	6e7ed18a-bb8d-494d-849d-fcf7a44328d9	ea477b50-27bd-4422-805c-10ad734486b5	f3c0edf9-19ba-4133-ac16-c236271b925e	0d168a1f-5792-4053-8c64-afd3367ff5b9	7a9cfbf4-b223-46b7-bd21-738cf97cc347	ffe30850-6b0d-4ffb-bc3c-9174d2333b7b	cfc11d93-6cfb-4296-93c7-335f7d39c8e4	fab4f94a-5744-464e-bc33-0adbe552808c	9e215176-7229-492a-97ad-00e6d470ef51	d431b88f-fa9f-419a-b775-18a6df61cb56	2fa6cf49-488d-4356-912d-58d510a38188	ca6534b2-55a2-4e08-95ca-9200c779620b	97ab02ba-7a20-4139-9720-b8826629e628	33e2b1e7-5622-479b-a56f-58f1d6142ba3	f74303df-be26-4694-b8e7-d4621f1f5c42	22a67c4d-0805-4ad4-a37a-f2ad2213d5a7	6844936c-b191-45d8-8efd-8cf47679383e	eb39cf33-2927-4d47-8642-a0b1f852c82c	79d89ceb-3130-4a4b-9165-99e2f8c8fa56	d7996463-fcfd-4b5c-91c4-721b5be4ff41	b52b147b-2a44-4492-a263-0765f20839f8	ef2bbe5f-bdeb-4eb7-a9d1-9ffeab654484	d306649b-631b-4e5b-a6fe-6bb3c1c2ab7a	fc4dc8e2-46a9-4427-8fea-15c0b27a59e9	cc38565e-3328-43a0-a807-c8d187ee3d88	8280c1b0-b5ab-46f9-bcd3-5a1482cd8744	37503059-872f-42df-8297-5fe3ab9b8331	b5b948f4-e9b2-4eff-a169-becdb75377ba	5d8e5e74-79a3-4a66-89a2-1de17dc934eb	04ec4b07-8326-48ce-9318-1a319585e47f	b97a6050-11ec-4524-8d2c-1405e88955e4	089e9d2c-3c0c-42a0-9606-aa171ced0a95	017cd3b6-c173-4222-848a-d540c23b5f69	47d0dfb4-dcad-4c1a-a6af-226a2911b5a2	5a64ab7c-0a0f-43fd-9d55-c4c34bc43b80	0bb8a185-98d3-4d99-85b8-2ff900029244	edc9cfd8-ff2a-4ab7-9a2d-447b713d170a	b9c5f213-a888-4f4a-b038-71ff31fd285c
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	2|1239|91061|186826|81852|1350	0	0	0	0	0	0	0	0	0	0	0	0	0.009201901579741	0	0	0	0	0	0.00258345568232554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28805	2|1239|186801|186802|186803|	0	0	0	0	0	0	0	0	0	0	0	0	0.00332429057069922	0.0183594394716519	0.00164326423738773	0	0	0	0.00515002603339406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31793	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	1.5751002704061e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB25041|s__GGB25041_SGB36960	2|1239|186801|186802|186803||	0	0	0	0	0	0	0	0	0	0	0	0	0.1256101015641763	0.5386734282745783	0.08045253166328578	0	0	0	0.21929823970067333	4.112725141564733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28787|s__GGB28787_SGB41440	2|1239|186801|186802|186806||	0	0	0	0	0	0	0	0	0	0	0	0	0.03943553677011528	0.23842622433822172	0.03823328125655469	0	0	0	0.08180942994030894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28901|s__GGB28901_SGB41592	2||||||	0	0	0	0	0	0	0	0	0	0	0	0	0.03781069649117002	0.16952067974691146	0.02819672891435573	0	0	0	0.0771744065102543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	2|1239|91061|186826|81852|1350|1353	0	0	0	0	0	0	0	0	0	0	0	0	0.009201901579741	0	0	0	0	0	0.00258345568232554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28805|s__GGB28805_SGB41459	2|1239|186801|186802|186803||	0	0	0	0	0	0	0	0	0	0	0	0	0.00332429057069922	0.0183594394716519	0.00164326423738773	0	0	0	0.00515002603339406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	2|976|200643|171549|171550|239759|2585118	0	0	0	0	0	0	0	0	0	0	0	0	3.4818005977398e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253|f__FGB10253|g__GGB31256|s__GGB31256_SGB102382	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	2.0725003557975e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31793|s__GGB31793_SGB45163	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	1.5751002704061e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB25041|s__GGB25041_SGB36960|t__SGB36960	2|1239|186801|186802|186803|||	0	0	0	0	0	0	0	0	0	0	0	0	0.1256101015641763	0.5386734282745783	0.08045253166328578	0	0	0	0.21929823970067333	4.112725141564733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28787|s__GGB28787_SGB41440|t__SGB41440	2|1239|186801|186802|186806|||	0	0	0	0	0	0	0	0	0	0	0	0	0.03943553677011528	0.23842622433822172	0.03823328125655469	0	0	0	0.08180942994030894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28901|s__GGB28901_SGB41592|t__SGB41592	2|||||||	0	0	0	0	0	0	0	0	0	0	0	0	0.03781069649117002	0.16952067974691146	0.02819672891435573	0	0	0	0.0771744065102543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__SGB7951	2|1239|91061|186826|81852|1350|1353|	0	0	0	0	0	0	0	0	0	0	0	0	0.009201901579741	0	0	0	0	0	0.00258345568232554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28805|s__GGB28805_SGB41459|t__SGB41459	2|1239|186801|186802|186803|||	0	0	0	0	0	0	0	0	0	0	0	0	0.00332429057069922	0.0183594394716519	0.00164326423738773	0	0	0	0.00515002603339406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis|t__SGB2290	2|976|200643|171549|171550|239759|2585118|	0	0	0	0	0	0	0	0	0	0	0	0	3.4818005977398e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB10253|o__OFGB10253|f__FGB10253|g__GGB31256|s__GGB31256_SGB102382|t__SGB102382	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	2.0725003557975e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB31793|s__GGB31793_SGB45163|t__SGB45163	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	1.5751002704061e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798	2|1239|186801|186802|186803|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162205528463273	0	0	0	0	0	9.97552879908671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB28998	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9175887138749e-4	0	0	0	0	0	0	0.6696478165991095	0.7293020960526748	0.6982215486356201	0.08787795381430184	0.5803266852042694	0.7126076871160839	0.10208153567597462	0	0.560677569960318	1.421122532211652	1.3374765999844904	1.0323532660960006	0.29564889232047353	0.7196188949676934	1.187059611935392	0.4123451520439405	1.0384114045918158	1.0100207688114549	1.0869337406876165	0.932867678209689	4.596614454752423	1.638007294384898	4.159241275034328	0.4704182040958207	0.00245980892006892	0.3211054875598834	2.5337695277251053	1.0642358044633786	5.027652958677884	1.6460776684312397
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75073	2|1239|186801|186802|216572|	0	0	0	0	0	0	0	0	0	0	0	0	0	8.746376534784363e-5	0	0	0	0	0	0.0040555194177558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451	2|1239|186801|186802|186803||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162205528463273	0	0	0	0	0	9.97552879908671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	2|1239|186801|186802|216572|244127|169435	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110522394394093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB28998|s__GGB28998_SGB41714	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9175887138749e-4	0	0	0	0	0	0	0.6696478165991095	0.7293020960526748	0.6982215486356201	0.08787795381430184	0.5803266852042694	0.7126076871160839	0.10208153567597462	0	0.560677569960318	1.421122532211652	1.3374765999844904	1.0323532660960006	0.29564889232047353	0.7196188949676934	1.187059611935392	0.4123451520439405	1.0384114045918158	1.0100207688114549	1.0869337406876165	0.932867678209689	4.596614454752423	1.638007294384898	4.159241275034328	0.4704182040958207	0.00245980892006892	0.3211054875598834	2.5337695277251053	1.0642358044633786	5.027652958677884	1.6460776684312397
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75073|s__GGB75073_SGB102159	2|1239|186801|186802|216572||	0	0	0	0	0	0	0	0	0	0	0	0	0	8.746376534784363e-5	0	0	0	0	0	0.0040555194177558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28798|s__GGB28798_SGB41451|t__SGB41451	2|1239|186801|186802|186803|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00162205528463273	0	0	0	0	0	9.97552879908671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__SGB82507	2|1239|186801|186802|216572|244127|169435|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110522394394093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9657|o__OFGB9657|f__FGB9657|g__GGB28998|s__GGB28998_SGB41714|t__SGB41714	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9175887138749e-4	0	0	0	0	0	0	0.6696478165991095	0.7293020960526748	0.6982215486356201	0.08787795381430184	0.5803266852042694	0.7126076871160839	0.10208153567597462	0	0.560677569960318	1.421122532211652	1.3374765999844904	1.0323532660960006	0.29564889232047353	0.7196188949676934	1.187059611935392	0.4123451520439405	1.0384114045918158	1.0100207688114549	1.0869337406876165	0.932867678209689	4.596614454752423	1.638007294384898	4.159241275034328	0.4704182040958207	0.00245980892006892	0.3211054875598834	2.5337695277251053	1.0642358044633786	5.027652958677884	1.6460776684312397
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75073|s__GGB75073_SGB102159|t__SGB102159	2|1239|186801|186802|216572|||	0	0	0	0	0	0	0	0	0	0	0	0	0	8.746376534784363e-5	0	0	0	0	0	0.0040555194177558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2846	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473513287209739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02078142550237894	0.01961146370549656	0.01736347000814775	0.01164432056003073	0	0.00209722237622546	0.02061108751041259	0.0041534755274909	0.02350223139548253	0.01262684425965016
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473513287209739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02078142550237894	0.01961146370549656	0.01736347000814775	0.01164432056003073	0	0.00209722237622546	0.02061108751041259	0.0041534755274909	0.02350223139548253	0.01262684425965016
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846	2|1239|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473513287209739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02078142550237894	0.01961146370549656	0.01736347000814775	0.01164432056003073	0	0.00209722237622546	0.02061108751041259	0.0041534755274909	0.02350223139548253	0.01262684425965016
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28997	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13016813781470862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846|g__GGB75314	2|1239||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473513287209739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02078142550237894	0.01961146370549656	0.01736347000814775	0.01164432056003073	0	0.00209722237622546	0.02061108751041259	0.0041534755274909	0.02350223139548253	0.01262684425965016
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28997|s__GGB28997_SGB41713	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13016813781470862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846|g__GGB75314|s__GGB75314_SGB102498	2|1239|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473513287209739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02078142550237894	0.01961146370549656	0.01736347000814775	0.01164432056003073	0	0.00209722237622546	0.02061108751041259	0.0041534755274909	0.02350223139548253	0.01262684425965016
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28997|s__GGB28997_SGB41713|t__SGB41713	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13016813781470862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846|g__GGB75314|s__GGB75314_SGB102498|t__SGB102498	2|1239||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473513287209739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02078142550237894	0.01961146370549656	0.01736347000814775	0.01164432056003073	0	0.00209722237622546	0.02061108751041259	0.0041534755274909	0.02350223139548253	0.01262684425965016
k__Bacteria|p__Firmicutes|c__CFGB79257	2|1239|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48199916503812434	0.399499617111212	0.05061948540725471	0.07985144386602352	0.06309137528027386	0.20241442422654593	0.04146264874839001	0.02937348857933736	0.05187533662211133	0.11495922121953474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB79257|o__OFGB79257	2|1239||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48199916503812434	0.399499617111212	0.05061948540725471	0.07985144386602352	0.06309137528027386	0.20241442422654593	0.04146264874839001	0.02937348857933736	0.05187533662211133	0.11495922121953474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
